1633
1225
36
-0.069393 0.482759 4.943959  1.000000  img_0002_000.jpg
0.495059 0.064510 4.787147  1.000000  img_0003_001.jpg
-0.507710 0.107156 4.971580  1.000000  img_0004_002.jpg
0.318962 -0.501259 4.749556  1.000000  img_0005_003.jpg
-0.201137 -0.531219 4.698102  1.000000  img_0006_004.jpg
-1.141498 0.540281 4.554420  1.000000  img_0007_005.jpg
-0.026721 1.449582 4.447330  1.000000  img_0008_006.jpg
1.514871 0.943209 4.170260  1.000000  img_0009_007.jpg
2.345206 1.255587 3.298938  1.000000  img_0010_008.jpg
0.498625 2.575774 3.749885  1.000000  img_0011_009.jpg
-1.712952 2.011997 3.704989  1.000000  img_0012_010.jpg
-2.341948 1.897801 2.136462  1.000000  img_0013_011.jpg
-0.630024 3.183254 2.115070  1.000000  img_0014_012.jpg
2.600120 1.015060 2.049358  1.000000  img_0015_013.jpg
2.701289 0.507972 1.196175  1.000000  img_0016_014.jpg
0.813690 3.842478 1.207336  1.000000  img_0017_015.jpg
-2.619794 0.622963 0.786274  1.000000  img_0018_016.jpg
-2.647673 1.631802 0.718605  1.000000  img_0019_017.jpg
0.645081 -1.215363 4.130408  1.000000  img_0020_018.jpg
2.246783 -1.072879 3.541858  1.000000  img_0021_019.jpg
1.006846 -2.434939 3.816347  1.000000  img_0022_020.jpg
0.994561 -3.257188 2.582463  1.000000  img_0023_021.jpg
2.812193 -0.800060 2.155888  1.000000  img_0024_022.jpg
2.874324 -0.674930 0.961357  1.000000  img_0025_023.jpg
2.286028 -2.248124 1.302281  1.000000  img_0026_024.jpg
1.073141 -3.864312 1.348840  1.000000  img_0027_025.jpg
-0.348608 -1.173291 4.434152  1.000000  img_0028_026.jpg
-0.491056 -2.441186 3.699771  1.000000  img_0029_027.jpg
-2.222246 -0.913964 3.829488  1.000000  img_0030_028.jpg
-3.088554 -0.864542 2.391590  1.000000  img_0031_029.jpg
-1.055029 -3.481294 2.408740  1.000000  img_0032_030.jpg
-0.749860 -3.867860 1.110177  1.000000  img_0033_031.jpg
-2.102953 -2.758360 0.855124  1.000000  img_0034_032.jpg
-3.003282 -0.475380 1.016006  1.000000  img_0035_033.jpg
-2.933201 -0.307957 1.707477  1.000000  img_0036_034.jpg
-2.315576 -1.981200 1.263842  1.000000  img_0037_035.jpg
